"Count","Tradelist Count","Name","Edition","Condition","Language","Foil","Tags","Last Modified","Collector Number","Alter","Proxy","Purchase Price"
"1","1","Sedge Scorpion","m20","Near Mint","Spanish","","","2025-04-28 06:37:25.550000","192","False","False","0.08"
"2","2","Sedgemoor Witch","stx","Near Mint","English","","","2025-02-06 00:51:05.660000","86","False","False",""
"1","1","Seedpod Squire","blb","Near Mint","Spanish","","","2025-11-24 17:25:14.333000","232","False","False","0.03"
"1","1","Seedpod Squire","blb","Near Mint","English","","","2025-11-24 17:25:14.333000","232","False","False","0.03"
"1","1","Seedpod Squire","blb","Near Mint","Spanish","","","2024-10-21 13:35:36.540000","232","False","False",""
"1","1","Seedship Agrarian","eoe","Near Mint","Spanish","","","2025-08-21 20:56:37.747000","204","False","False","0.07"
"1","1","Seedship Broodtender","eoe","Near Mint","Spanish","","","2025-08-21 21:01:27.370000","227","False","False",""
"1","1","Seedship Broodtender","eoe","Near Mint","English","","","2025-08-21 20:59:52.057000","227","False","False",""
"1","1","Seedship Broodtender","eoe","Near Mint","Spanish","","","2025-08-21 20:56:37.747000","227","False","False","0.11"
"1","1","Seedship Impact","eoe","Near Mint","Spanish","foil","","2025-08-21 20:56:37.747000","205","False","False","0.18"
"1","1","Seeker's Folly","fdn","Near Mint","English","","","2025-11-24 17:25:14.333000","69","False","False","0.09"
"1","1","Seeker's Folly","fdn","Near Mint","Spanish","","","2025-11-24 17:25:14.333000","69","False","False","0.09"
"1","1","Seismic Strike","m15","Near Mint","Spanish","","","2025-01-17 15:59:04.500000","280","False","False",""
"1","1","Seize Opportunity","tdm","Near Mint","Spanish","","","2025-05-20 10:03:28.783000","119","False","False",""
"4","4","Seized from Slumber","dsk","Near Mint","English","","","2024-10-22 09:38:14.287000","28","False","False",""
"1","1","Seized from Slumber","dsk","Near Mint","Spanish","","","2025-03-30 08:57:34.617000","28","False","False",""
"3","3","Selfcraft Mechan","eoe","Near Mint","Spanish","","","2025-08-21 20:56:37.747000","74","False","False","0.02"
"2","2","Selfcraft Mechan","eoe","Near Mint","English","","","2025-08-21 20:56:37.747000","74","False","False","0.02"
"1","1","Selfless Police Captain","spm","Near Mint","Spanish","","","2025-09-30 06:53:47.817000","12","False","False","0.05"
"1","1","Self-Reflection","fdn","Near Mint","English","","","2024-11-17 01:54:19.043000","163","False","False",""
"1","1","Sensei's Divining Top","chk","Near Mint","English","","","2025-04-08 10:01:58.253000","268","False","False",""
"4","4","Sentinel Sliver","m14","Near Mint","English","","","2024-10-21 11:31:52.300000","30","False","False",""
"1","1","Serra Angel","fdn","Near Mint","Spanish","","","2025-04-28 06:37:25.550000","147","False","False","0.08"
"1","1","Serra Angel","dom","Near Mint","Spanish","","","2024-10-25 10:38:28.983000","33","False","False",""
"1","1","Serra Angel","fdn","Near Mint","English","","","2024-12-21 09:52:04.553000","147","False","False",""
"1","1","Serra Angel","fdn","Near Mint","English","","","2025-11-24 17:25:14.333000","147","False","False","0.17"
"1","1","Serum Sovereign","one","Near Mint","English","","","2024-10-27 22:39:50.673000","405","False","False",""
"1","1","Serum Visionary","mh3","Near Mint","English","","","2024-10-27 22:38:31.373000","69","False","False",""
"1","1","Serum Visions","otc","Near Mint","English","","","2024-10-31 14:04:34.270000","112","False","False",""
"1","1","Sewer-veillance Cam","tmt","Near Mint","English","foil","","2026-03-16 09:34:40.437000","53","False","False","0.67"
"1","1","Shadow in the Warp","40k","Near Mint","English","","","2024-10-18 23:03:43.207000","140","False","False",""
"1","1","Shadow of the Second Sun","mh3","Near Mint","English","","","2025-06-08 10:05:30.977000","70","False","False",""
"1","1","Shady Informant","mkm","Near Mint","Spanish","","","2025-08-05 16:30:28.470000","231","False","False","0.02"
"1","1","Shambling Vent","eos","Near Mint","Spanish","","","2025-08-05 16:49:21.650000","38","False","False",""
"1","1","Shantotto, Tactician Magician","fin","Near Mint","English","","","2025-07-01 06:01:55.300000","241","False","False",""
"1","1","Shantotto, Tactician Magician","fin","Near Mint","Spanish","","","2025-06-23 16:34:13.207000","241","False","False","0.02"
"2","2","Shardmage's Rescue","dsk","Near Mint","English","","","2024-10-22 09:35:42.330000","29","False","False",""
"1","1","Shark Typhoon","dsc","Near Mint","Spanish","","","2024-10-21 12:12:05.510000","127","False","False",""
"2","2","Shattered Wings","eoe","Near Mint","Spanish","","","2025-08-21 20:56:37.747000","206","False","False","0.07"
"1","1","Shatterskull Minotaur","znr","Near Mint","Spanish","","","2025-11-24 17:25:14.333000","160","False","False","0.02"
"1","1","Shefet Archfiend","dft","Near Mint","English","foil","","2025-08-05 16:30:28.470000","104","False","False","0.21"
"1","1","Shelob's Ambush","ltr","Near Mint","English","","","2024-11-08 11:53:49.957000","108","False","False",""
"1","1","Sheltered by Ghosts","dsk","Near Mint","English","","","2024-10-22 09:33:49.990000","30","False","False",""
"8","8","Sheltering Landscape","mh3","Near Mint","English","","","2024-10-24 12:50:15.030000","227","False","False",""
"3","3","Shepherding Spirits","dsk","Near Mint","English","","","2024-10-22 09:38:54.753000","31","False","False",""
"1","1","Shigeki, Jukai Visionary","tdc","Near Mint","Spanish","","","2025-04-16 17:29:31.780000","270","False","False",""
"2","2","Shining Armor","eld","Near Mint","Spanish","","","2025-04-28 06:37:25.550000","29","False","False","0.04"
"1","1","Shinra Reinforcements","fin","Near Mint","Spanish","","","2025-06-23 16:34:13.207000","118","False","False","0.04"
"2","2","Shire Terrace","ltr","Near Mint","English","","","2024-11-08 11:51:52.473000","261","False","False",""
"1","1","Shivan Branch-Burner","mom","Near Mint","Spanish","","","2024-11-08 12:08:58.607000","165","False","False",""
"1","1","Shivan Devastator","dmu","Near Mint","English","","","2025-05-20 10:02:15.570000","143","False","False",""
"1","1","Shivan Gorge","dmc","Near Mint","English","","","2024-10-21 10:19:52.150000","232","False","False",""
"1","1","Shock Brigade","tdm","Near Mint","Spanish","","","2025-09-17 22:54:59.973000","120","False","False",""
"1","1","Shocker, Unshakable","spm","Near Mint","English","","","2025-10-05 12:48:49.550000","89","False","False",""
"2","2","Shoot Down","bro","Near Mint","English","","","2025-04-28 06:37:25.550000","190","False","False","0.07"
"2","2","Shoot Down","bro","Near Mint","Spanish","","","2025-04-28 06:37:25.550000","190","False","False","0.07"
"1","1","Shorikai, Genesis Engine","nec","Near Mint","English","","","2025-07-16 11:05:22.223000","4","False","False",""
"1","1","Short Sword","m21","Near Mint","English","","","2025-11-24 17:25:14.333000","236","False","False","0.05"
"2","2","Shower of Arrows","ltr","Near Mint","English","","","2025-11-24 17:25:14.333000","188","False","False","0.08"
"2","2","Shrewd Storyteller","dsk","Near Mint","English","","","2024-10-21 15:36:43.220000","232","False","False",""
"1","1","Shrewd Storyteller","dsk","Near Mint","Spanish","","","2025-03-30 09:00:30.477000","232","False","False",""
"1","1","Shrewd Storyteller","dsk","Near Mint","English","foil","","2024-10-21 15:36:46.600000","232","False","False",""
"1","1","Shroudstomper","dsk","Near Mint","English","","","2024-10-21 15:35:59.657000","233","False","False",""
"4","4","Sidewinder Sliver","tsr","Near Mint","English","","","2024-10-21 11:29:05.677000","43","False","False",""
"1","1","Siege Veteran","bro","Near Mint","Spanish","","","2024-11-08 12:03:53.390000","25","False","False",""
"1","1","Siegecraft","ktk","Near Mint","English","","","2025-04-28 06:37:25.550000","23","False","False","0.03"
"1","1","Sigil of Sleep","ddi","Near Mint","English","","","2024-11-08 09:54:41.567000","25","False","False",""
"1","1","Sigil of the Empty Throne","dsc","Near Mint","Spanish","","","2025-10-23 22:05:17.650000","103","False","False",""
"2","2","Sigiled Sentinel","mom","Near Mint","Spanish","","","2024-11-08 12:03:53.390000","37","False","False",""
"1","1","Sigiled Starfish","c18","Near Mint","Spanish","","","2024-10-27 22:29:08.123000","102","False","False",""
"1","1","Silent Hallcreeper","dsk","Near Mint","English","","","2025-04-07 13:26:09.953000","72","False","False",""
"1","1","Silkguard","nec","Near Mint","English","","","2024-10-18 23:01:59.653000","29","False","False",""
"1","1","Silundi Vision // Silundi Isle","znr","Near Mint","Spanish","","","2024-11-19 10:45:55.440000","80","False","False",""
"1","1","Silvanus's Invoker","clb","Near Mint","Spanish","","","2025-04-28 06:37:25.550000","254","False","False","0.14"
"1","1","Silver Sable, Mercenary Leader","spm","Near Mint","Spanish","","","2025-09-30 06:53:47.817000","13","False","False","0.08"
"1","1","Silver Scrutiny","dmu","Near Mint","English","","","2024-10-18 22:59:51.753000","65","False","False",""
"1","1","Silverback Elder","dmu","Near Mint","Spanish","","","2024-11-08 12:03:53.390000","177","False","False",""
"1","1","Silverback Shaman","cmr","Near Mint","English","","","2025-04-28 06:37:25.550000","255","False","False","0.06"
"1","1","Silvergill Mentor","ecl","Near Mint","Spanish","","","2026-03-16 09:34:40.437000","69","False","False","0.15"
"2","2","Silvergill Peddler","ecl","Near Mint","Spanish","","","2026-01-19 17:35:55.460000","70","False","False","0.15"
"1","1","Simian Simulacrum","bro","Near Mint","Spanish","","","2024-11-08 12:03:53.390000","205","False","False",""
"1","1","Simian Spirit Guide","plc","Near Mint","Spanish","","","2025-01-17 15:56:56.637000","122","False","False",""
"2","2","Sinew Sliver","tsr","Near Mint","Spanish","","","2024-10-21 11:30:34.163000","44","False","False",""
"2","2","Sinew Sliver","tsr","Near Mint","English","","","2024-10-21 11:30:27.550000","44","False","False",""
"1","1","Singing Bell Strike","ktk","Near Mint","English","","","2025-11-24 17:25:14.333000","55","False","False","0.02"
"1","1","Singularity Rupture","eoe","Near Mint","English","foil","","2025-08-05 17:32:54.517000","398","False","False",""
"1","1","Sinister Cryologist","eoe","Near Mint","English","","","2025-08-21 20:56:37.747000","75","False","False","0.05"
"2","2","Sinister Cryologist","eoe","Near Mint","Spanish","","","2025-08-21 20:56:37.747000","75","False","False","0.05"
"1","1","Sinister Monolith","blb","Near Mint","Spanish","","","2025-08-05 16:30:28.470000","113","False","False","0.12"
"1","1","Sita Varma, Masked Racer","dft","Near Mint","English","","","2025-03-03 13:46:55.140000","223","False","False",""
"1","1","Sizzling Changeling","ecl","Near Mint","Spanish","","","2026-01-19 17:35:55.460000","155","False","False","0.17"
"1","1","Skaab Goliath","cmr","Near Mint","English","","","2025-11-24 17:25:14.333000","97","False","False","0.03"
"1","1","Skaab Goliath","cmr","Near Mint","Spanish","","","2025-11-24 17:25:14.333000","97","False","False","0.03"
"1","1","Skirmish Rhino","tdm","Near Mint","Spanish","foil","","2025-06-29 09:18:31.780000","224","False","False",""
"1","1","Skittering Precursor","mh3","Near Mint","Spanish","","","2025-11-12 10:11:55.850000","137","False","False","0.20"
"1","1","Skoa, Embermage","mh3","Near Mint","Spanish","","","2025-11-12 10:11:55.850000","138","False","False","0.02"
"2","2","Skola Grovedancer","dsc","Near Mint","Spanish","","","2025-04-28 06:37:25.550000","199","False","False","0.16"
"1","1","Skull Prophet","tdc","Near Mint","Spanish","","","2025-04-16 17:29:35.733000","304","False","False",""
"1","1","Skullsnap Nuisance","dsk","Near Mint","English","","","2024-10-21 15:40:02.663000","234","False","False",""
"1","1","Sky Diamond","voc","Near Mint","Spanish","","","2025-11-17 08:09:05.513000","167","False","False","0.15"
"1","1","Sky Diamond","clb","Near Mint","Spanish","","","2024-10-21 10:18:18.760000","449","False","False",""
"1","1","Skybeast Tracker","woe","Near Mint","English","","","2025-04-28 06:37:25.550000","185","False","False","0.04"
"1","1","Skybox Ferry","dft","Near Mint","English","","","2025-03-03 13:35:38.937000","243","False","False",""
"1","1","Skyclave Pick-Axe","znr","Near Mint","English","","","2025-04-28 06:37:25.550000","204","False","False","0.13"
"1","1","Skyknight Squire","fdn","Near Mint","Spanish","","","2024-11-14 09:26:20.563000","23","False","False",""
"1","1","Skyscythe Engulfer","one","Near Mint","Spanish","","","2025-01-17 08:57:38.817000","183","False","False",""
"1","1","Skyship Buccaneer","fdn","Near Mint","English","","","2025-11-24 17:25:14.333000","50","False","False","0.05"
"1","1","Skyskipper Duo","blb","Near Mint","Spanish","","","2024-10-22 07:36:14.113000","71","False","False",""
"1","1","Skystinger","eoe","Near Mint","English","","","2025-08-21 20:56:37.747000","207","False","False","0.04"
"3","3","Skystinger","eoe","Near Mint","Spanish","","","2025-08-21 20:56:37.747000","207","False","False","0.04"
"1","1","Skyward Spider","spm","Near Mint","English","","","2025-10-05 12:47:16.490000","146","False","False",""
"1","1","Slagdrill Scrapper","eoe","Near Mint","Spanish","","","2025-08-11 08:58:07.800000","160","False","False","0.09"
"1","1","Slagdrill Scrapper","eoe","Near Mint","English","","","2025-09-01 16:39:28.257000","160","False","False","0.05"
"3","3","Slagdrill Scrapper","eoe","Near Mint","Spanish","","","2025-09-01 16:39:28.257000","160","False","False","0.05"
"4","4","Slagwoods Bridge","drc","Near Mint","English","","","2025-10-14 09:23:36.167000","171","False","False","0.14"
"4","4","Slavering Branchsnapper","dsk","Near Mint","English","","","2026-01-13 11:07:26.333000","198","False","False",""
"1","1","Sledge-Class Seedship","eoe","Near Mint","Spanish","","","2025-08-05 17:26:29.627000","208","False","False",""
"1","1","Sledge-Class Seedship","eoe","Near Mint","English","","","2025-08-05 17:26:26.603000","208","False","False",""
"1","1","Sleep Magic","fin","Near Mint","Spanish","","","2025-06-23 16:34:13.207000","74","False","False","0.02"
"1","1","Sleep of the Dead","thb","Near Mint","Spanish","","","2025-11-24 08:11:56.190000","66","False","False",""
"1","1","Slickshot Lockpicker","otj","Near Mint","English","","","2025-04-28 06:37:25.550000","67","False","False","0.13"
"2","2","Slickshot Vault-Buster","otj","Near Mint","English","","","2025-04-28 06:37:25.550000","68","False","False","0.03"
"1","1","Slimefoot, the Stowaway","cmm","Near Mint","English","","","2025-11-17 08:09:05.513000","356","False","False","0.11"
"1","1","Slumbering Cerberus","fdn","Near Mint","English","","","2025-11-24 17:25:14.333000","94","False","False","0.09"
"1","1","Smash to Dust","dmu","Near Mint","English","","","2024-10-21 10:55:20.247000","144","False","False",""
"1","1","Smash to Dust","dmu","Near Mint","English","","","2025-11-17 08:09:05.513000","144","False","False","0.24"
"1","1","Smite the Monstrous","znr","Near Mint","Spanish","","","2025-04-28 06:37:25.550000","42","False","False","0.03"
"1","1","Smoky Lounge // Misty Salon","dsk","Near Mint","English","","","2024-10-21 15:41:43.330000","235","False","False",""
"1","1","Smoldering Crater","dmr","Near Mint","English","","","2024-11-18 19:34:20.753000","257","False","False",""
"1","1","Snakeskin Veil","fdn","Near Mint","Spanish","","","2025-10-21 12:58:38.197000","233","False","False","0.14"
"2","2","Snakeskin Veil","fdn","Near Mint","English","","","2025-04-28 06:37:25.550000","233","False","False","0.09"
"1","1","Snakeskin Veil","fdn","Near Mint","English","","","2025-10-21 12:58:38.197000","233","False","False","0.14"
"1","1","Snakeskin Veil","fdn","Near Mint","Spanish","","","2025-04-28 06:37:25.550000","233","False","False","0.09"
"1","1","Snakeskin Veil","cmm","Near Mint","English","","","2025-10-21 12:58:38.197000","323","False","False","0.14"
"1","1","Snapping Voidcraw","mh3","Near Mint","Spanish","","","2025-11-12 10:11:55.850000","204","False","False","0.07"
"2","2","Snarespinner","m21","Near Mint","Spanish","","","2025-04-28 06:37:25.550000","207","False","False","0.08"
"1","1","Snarespinner","dmu","Near Mint","English","","","2025-04-28 06:37:25.550000","179","False","False","0.05"
"1","1","Snarespinner","dmu","Near Mint","Spanish","","","2025-04-28 06:37:25.550000","179","False","False","0.05"
"1","1","Snarling Warg","ltr","Near Mint","English","","","2024-11-08 11:53:49.957000","109","False","False",""
"1","1","Sneaking Guide","znr","Near Mint","Spanish","","","2025-11-24 17:25:14.333000","164","False","False","0.02"
"1","1","Sneaky Snacker","mh3","Near Mint","Spanish","","","2025-11-17 08:09:05.513000","205","False","False","0.26"
"1","1","Sneaky Snacker","mh3","Near Mint","English","","","2025-11-17 08:09:05.513000","205","False","False","0.26"
"2","2","Snowmelt Stag","tdm","Near Mint","Spanish","","","2025-06-29 09:15:25.713000","57","False","False",""
"1","1","Soaring Drake","dmu","Near Mint","Spanish","","","2025-11-24 17:25:14.333000","66","False","False","0.04"
"1","1","Soaring Lightbringer","dsc","Near Mint","Spanish","","","2024-10-21 12:01:20.587000","11","False","False",""
"1","1","Soaring Thought-Thief","znr","Near Mint","Spanish","","","2025-06-08 10:26:51.367000","236","False","False",""
"1","1","Sokka, Bold Boomeranger","tla","Near Mint","English","","","2025-11-15 16:33:07.270000","240","False","False","0.72"
"1","1","Sol Ring","dsc","Near Mint","Spanish","","","2024-10-21 12:05:07.543000","94","False","False",""
"1","1","Sol Ring","c18","Near Mint","Spanish","","","2025-09-30 07:00:09.937000","222","False","False",""
"1","1","Sol Ring","c19","Near Mint","English","","","2024-11-08 09:58:24.230000","221","False","False",""
"1","1","Sol Ring","40k","Near Mint","English","","","2024-10-18 23:19:22.083000","249","False","False",""
"1","1","Sol Ring","tdc","Near Mint","Spanish","","","2025-04-16 17:30:47.793000","106","False","False",""
"1","1","Soldier of the Grey Host","ltr","Near Mint","English","","","2025-04-28 06:37:25.550000","32","False","False","0.06"
"1","1","Solemn Simulacrum","dsc","Near Mint","Spanish","","","2024-10-21 12:01:24.083000","253","False","False",""
"1","1","Sonar Strike","blb","Near Mint","English","","","2025-04-28 06:37:25.550000","32","False","False","0.05"
"1","1","Sonar Strike","blb","Near Mint","Spanish","","","2024-10-22 09:22:26.860000","32","False","False",""
"1","1","Sorcerer Class","afr","Near Mint","English","","","2024-11-15 09:52:44.303000","233","False","False",""
"1","1","Soulcipher Board // Cipherbound Spirit","inr","Near Mint","Spanish","","","2025-01-25 23:29:58.130000","85","False","False",""
"1","1","Soul-Shackled Zombie","fdn","Near Mint","English","","","2025-11-24 16:58:28.610000","70","False","False",""
"1","1","Sower of Chaos","fdn","Near Mint","English","","","2024-12-21 09:50:03.130000","95","False","False",""
"1","1","Space-Time Anomaly","eoe","Near Mint","English","","","2025-08-05 17:36:19.680000","229","False","False",""
"1","1","Space-Time Anomaly","eoe","Near Mint","Spanish","","","2025-08-05 17:35:52.773000","229","False","False",""
"1","1","Spear Spewer","rna","Near Mint","Spanish","","","2024-10-21 10:28:43.327000","117","False","False",""
"1","1","Spectacular Tactics","spm","Near Mint","Spanish","","","2025-09-30 06:53:47.817000","15","False","False","0.09"
"1","1","Spectral Denial","tdm","Near Mint","Spanish","","","2025-05-09 13:28:31.420000","58","False","False",""
"1","1","Spectral Grasp","cmm","Near Mint","English","","","2025-04-28 06:37:25.550000","58","False","False","0.05"
"1","1","Spectral Interference","dft","Near Mint","English","","","2025-05-25 11:23:38.607000","63","False","False","0.11"
"4","4","Spectral Snatcher","dsk","Near Mint","English","","","2024-10-22 09:54:42.450000","116","False","False",""
"1","1","Spectral Snatcher","dsk","Near Mint","English","foil","","2024-10-22 09:46:52.037000","116","False","False",""
"2","2","Spectral Snatcher","dsk","Near Mint","Spanish","","","2025-07-04 06:15:12.390000","116","False","False",""
"4","4","Spell Pierce","neo","Near Mint","English","","","2025-12-01 12:57:00.443000","80","False","False",""
"3","3","Spell Snuff","mh1","Near Mint","Spanish","","","2025-11-24 17:25:14.333000","70","False","False","0.08"
"1","1","Spellscorn Coven // Take It Back","woe","Near Mint","English","","","2025-11-24 17:25:14.333000","237","False","False","0.03"
"1","1","Sphere of Safety","dsc","Near Mint","Spanish","","","2024-10-21 12:12:31.630000","104","False","False",""
"1","1","Spicy Oatmeal Pizza","tmt","Near Mint","English","foil","","2026-03-16 09:34:40.437000","109","False","False","0.12"
"1","1","Spider Manifestation","spm","Near Mint","English","foil","","2025-10-05 12:49:32.530000","148","False","False",""
"2","2","Spider-Gwen, Free Spirit","spm","Near Mint","English","","","2025-12-01 12:58:08.720000","90","False","False",""
"1","1","Spider-Man 2099","spm","Near Mint","English","","","2025-10-05 12:48:59.507000","150","False","False",""
"2","2","Spider-Man, Web-Slinger","spm","Near Mint","English","","","2025-10-23 22:04:20.103000","16","False","False",""
"1","1","Spider-Slayer, Hatred Honed","spm","Near Mint","Spanish","","","2025-09-30 06:46:45.727000","175","False","False",""
"1","1","Spider-Suit","spm","Near Mint","Spanish","","","2025-09-30 06:53:47.817000","176","False","False","0.08"
"1","1","Spikefield Hazard // Spikefield Cave","znr","Near Mint","Spanish","","","2024-10-21 10:25:22.347000","166","False","False",""
"1","1","Spikeshell Harrier","dft","Near Mint","English","","","2025-08-05 16:30:28.470000","65","False","False","0.04"
"1","1","Spineseeker Centipede","dsk","Near Mint","Spanish","","","2025-07-04 06:15:47.593000","199","False","False",""
"4","4","Spineseeker Centipede","dsk","Near Mint","English","","","2024-10-21 21:09:10.207000","199","False","False",""
"1","1","Spinewoods Paladin","otj","Near Mint","English","","","2025-04-28 06:37:25.550000","183","False","False","0.07"
"3","3","Spinneret Sliver","tsr","Near Mint","Spanish","","","2024-10-21 11:40:38.663000","230","False","False",""
"1","1","Spinneret Sliver","tsp","Near Mint","Spanish","","","2024-10-21 11:40:16.967000","219","False","False",""
"1","1","Spiral into Solitude","ecl","Near Mint","Spanish","","","2026-03-16 09:34:40.437000","36","False","False","0.09"
"1","1","Spirebluff Canal","kld","Near Mint","English","","","2024-10-27 22:32:31.067000","249","False","False",""
"1","1","Spirit-Sister's Call","dsc","Near Mint","Spanish","","","2024-10-21 12:12:40.433000","232","False","False",""
"1","1","Spiteful Prankster","j22","Near Mint","English","","","2024-10-21 10:44:36.547000","606","False","False",""
"1","1","Spitfire Lagac","znr","Near Mint","English","","","2024-10-22 08:44:18.947000","167","False","False",""
"4","4","Spitfire Lagac","prm","Near Mint","English","","","2024-10-22 08:46:00.993000","83688","False","False",""
"1","1","Spitfire Lagac","fdn","Near Mint","English","","","2025-10-21 12:58:38.197000","208","False","False","0.06"
"1","1","Spitfire Lagac","fdn","Near Mint","Spanish","","","2024-11-09 09:35:08.330000","208","False","False",""
"2","2","Splatter Goblin","dmu","Near Mint","Spanish","","","2025-11-24 17:25:14.333000","109","False","False","0.04"
"1","1","Splicer's Skill","mh1","Near Mint","Spanish","","","2025-04-28 06:37:25.550000","31","False","False","0.07"
"1","1","Splitskin Doll","dsk","Near Mint","English","","","2024-10-22 09:35:22.633000","33","False","False",""
"1","1","Spontaneous Artist","kld","Near Mint","English","","","2025-04-28 06:37:25.550000","134","False","False","0.11"
"1","1","Sporocyst","40k","Near Mint","English","","","2024-10-18 23:05:39.070000","98","False","False",""
"2","2","Sporogenic Infection","dsk","Near Mint","English","","","2024-10-22 09:51:52.457000","117","False","False",""
"1","1","Springbloom Druid","tdc","Near Mint","Spanish","","","2025-11-17 08:09:05.513000","271","False","False","0.21"
"1","1","Springbloom Druid","tdc","Near Mint","Spanish","","","2025-04-16 17:29:39.790000","271","False","False",""
"1","1","Springjaw Trap","iko","Near Mint","Spanish","","","2025-11-24 17:25:14.333000","241","False","False","0.02"
"1","1","Springleaf Drum","lrw","Near Mint","Spanish","","","2024-11-19 10:45:36.593000","261","False","False",""
"1","1","Squad Captain","cmr","Near Mint","English","","","2025-04-28 06:37:25.550000","51","False","False","0.05"
"1","1","Squawkroaster","ecl","Near Mint","Spanish","","","2026-01-19 17:35:55.460000","160","False","False","0.19"
"1","1","Squire's Lightblade","eoe","Near Mint","Spanish","","","2025-09-01 16:39:28.257000","36","False","False","0.05"
"1","1","Squire's Lightblade","eoe","Near Mint","English","","","2025-08-21 20:56:37.747000","36","False","False","0.07"
"1","1","Squire's Lightblade","eoe","Near Mint","English","","","2025-09-01 16:39:28.257000","36","False","False","0.05"
"2","2","Squire's Lightblade","eoe","Near Mint","Spanish","","","2025-08-21 20:56:37.747000","36","False","False","0.07"
"1","1","Stab","fdn","Near Mint","English","","","2024-11-17 01:51:50.073000","71","False","False",""
"2","2","Stab","fdn","Near Mint","English","","","2025-11-24 17:25:14.333000","71","False","False","0.15"
"1","1","Stab","fdn","Near Mint","Spanish","","","2024-11-14 09:21:37.780000","71","False","False",""
"1","1","Stabbing Pain","m11","Near Mint","Spanish","","","2024-10-30 10:32:05.963000","118","False","False",""
"2","2","Stalactite Dagger","ecl","Near Mint","Spanish","","","2026-01-19 17:35:55.460000","261","False","False","0.16"
"1","1","Stalked Researcher","dsk","Near Mint","Spanish","","","2025-03-30 08:59:50.907000","73","False","False",""
"1","1","Stalked Researcher","dsk","Near Mint","English","foil","","2024-10-22 07:42:35.237000","73","False","False",""
"3","3","Stalked Researcher","dsk","Near Mint","English","","","2024-10-22 07:48:08.683000","73","False","False",""
"1","1","Stall Out","dft","Near Mint","English","","","2025-05-25 11:23:38.607000","66","False","False","0.04"
"1","1","Stalwarts of Osgiliath","ltr","Near Mint","English","","","2025-04-28 06:37:25.550000","33","False","False","0.04"
"2","2","Standard Bearer","apc","Near Mint","English","","","2024-10-23 09:46:01.177000","18","False","False",""
"2","2","Standard Bearer","apc","Near Mint","Spanish","","","2024-10-21 11:35:48.300000","18","False","False",""
"2","2","Starbreach Whale","eoe","Near Mint","Spanish","","","2025-08-21 20:56:37.747000","77","False","False","0.06"
"1","1","Starbreach Whale","eoe","Near Mint","English","","","2025-08-21 20:56:37.747000","77","False","False","0.06"
"1","1","Starfield Mystic","dsc","Near Mint","Spanish","","","2024-10-21 12:01:27.573000","105","False","False",""
"1","1","Starfield of Nyx","ori","Near Mint","English","","","2025-04-10 09:24:42.007000","33","False","False",""
"1","1","Starfield Shepherd","eoe","Near Mint","English","","","2025-09-01 16:39:28.257000","37","False","False","0.25"
"1","1","Starfield Shepherd","eoe","Near Mint","Spanish","","","2025-09-01 16:39:28.257000","37","False","False","0.25"
"1","1","Starfield Vocalist","eoe","Near Mint","English","","","2025-08-05 17:36:46.973000","78","False","False",""
"1","1","Starfighter Pilot","eoe","Near Mint","English","","","2025-08-21 20:56:37.747000","38","False","False","0.05"
"1","1","Starfighter Pilot","eoe","Near Mint","English","","","2025-09-01 16:39:28.257000","38","False","False","0.07"
"2","2","Starfighter Pilot","eoe","Near Mint","Spanish","","","2025-09-01 16:39:28.257000","38","False","False","0.07"
"1","1","Starforged Sword","blb","Near Mint","English","","","2025-04-28 06:37:25.550000","249","False","False","0.07"
"1","1","Starlit Soothsayer","blb","Near Mint","English","","","2025-11-24 17:25:14.333000","115","False","False","0.04"
"1","1","Starport Security","eoe","Near Mint","Spanish","","","2025-09-01 16:39:28.257000","39","False","False","0.06"
"1","1","Starport Security","eoe","Near Mint","Spanish","","","2025-08-21 20:56:37.747000","39","False","False","0.12"
"1","1","Starport Security","eoe","Near Mint","English","","","2025-09-01 16:39:28.257000","39","False","False","0.06"
"1","1","Starstorm","40k","Near Mint","English","","","2024-10-18 23:05:26.247000","208","False","False",""
"1","1","Starstorm","blc","Near Mint","Spanish","","","2024-10-21 10:41:45.683000","203","False","False",""
"1","1","Starting Column","dft","Near Mint","English","","","2025-03-03 13:43:19.513000","244","False","False",""
"1","1","Starting Column","dft","Near Mint","English","","","2025-08-05 16:30:28.470000","244","False","False","0.08"
"3","3","Stasis Field","mom","Near Mint","Spanish","","","2024-11-08 12:10:37.480000","79","False","False",""
"1","1","Station Monitor","eoe","Near Mint","English","","","2025-08-21 20:56:37.747000","230","False","False","0.16"
"1","1","Station Monitor","eoe","Near Mint","English","","","2025-08-21 20:59:08.307000","230","False","False",""
"1","1","Stay Hidden, Stay Silent","dsk","Near Mint","English","","","2024-10-22 07:39:43.643000","74","False","False",""
"1","1","Steadfast Unicorn","clb","Near Mint","English","","","2025-04-28 06:37:25.550000","44","False","False","0.10"
"1","1","Steady Aim","war","Near Mint","Spanish","","","2025-04-28 06:37:25.550000","177","False","False","0.06"
"5","5","Steelgaze Griffin","eld","Near Mint","Spanish","","","2025-11-24 17:25:14.333000","65","False","False","0.02"
"1","1","Steelgaze Griffin","eld","Near Mint","English","","","2025-11-24 17:25:14.333000","65","False","False","0.02"
"1","1","Steelswarm Operator","eoe","Near Mint","Spanish","","","2025-09-01 16:39:28.257000","80","False","False","0.09"
